"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",88.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",85.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2022","2022",85.5,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2023","2023",85.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",531,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2023","2023",518,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",329,,
"3_FISH","pesce almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",322,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",2187,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",2188,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2022","2022",80.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2023","2023",80.1,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",56.8,,
"3_FISH","pesce almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",52.8,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",714,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2023","2023",776,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",2678,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",2617,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",60.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2023","2023",61.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2022","2022",11602,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2023","2023",12046,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",78.1,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2023","2023",77.4,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2022","2022",15881,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2023","2023",16103,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2022","2022",1551,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2023","2023",1581,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2022","2022",43.4,,
"3_PORK","carni maiale almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2023","2023",47.2,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",399,,
"3_BEEF","carni bovine almeno qualche volta alla settimana","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",360,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",838,,
"3_PORK","carni maiale almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2023","2023",850,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",66.6,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2023","2023",66.7,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",424,,
"3_CCUT","salumi almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",428,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2022","2022",64,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2023","2023",64.4,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",70.2,,
"3_EGG","uova  almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",69.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",67.3,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",69,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2022","2022",920,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y6-10","6-10 anni","2023","2023",883,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",56.8,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2023","2023",58.3,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2022","2022",22833,,
"3_WH_MEAT","carni bianche almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y_GE3","3 anni e più","2023","2023",22640,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2022","2022",63,,
"3_CCUT","salumi almeno qualche volta alla settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2023","2023",64.7,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",1457,,
"3_EGG","uova  almeno qualche volta alla settimana","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",1458,,
